UF;Bacia;Exploração;Nome_ANP;Campo;Operador;Período;Petróleo_(bbl/dia);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-40HP-RJS;PEREGRINO;Equinor Brasil;2023/01;36,9825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-33H-RJS;PEREGRINO;Equinor Brasil;2023/01;200,6634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-54H-RJS;PEREGRINO;Equinor Brasil;2023/01;2.120,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-45H-RJS;PEREGRINO;Equinor Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-71HPA-RJS;PEREGRINO;Equinor Brasil;2023/01;2.079,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-29H-RJS;PEREGRINO;Equinor Brasil;2023/01;1.105,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-7D-RJS;PAMPO;Trident Energy;2023/01;151,7165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-9D-RJS;PAMPO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-11D-RJS;PAMPO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-8D-RJS;PAMPO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-18D-RJS;PAMPO;Trident Energy;2023/01;558,0086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-19D-RJS;PAMPO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-21D-RJS;PAMPO;Trident Energy;2023/01;1.002,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-24D-RJS;PAMPO;Trident Energy;2023/01;517,3819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-28D-RJS;PAMPO;Trident Energy;2023/01;691,0024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-26D-RJS;PAMPO;Trident Energy;2023/01;289,0263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-17D-RJS;PAMPO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;3-BRSA-1322-RJS;AnC_MERO;Petrobras;2023/01;1.730,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-MRO-3-RJS;AnC_MERO;Petrobras;2023/01;956,6693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-MRO-10B-RJS;AnC_MERO;Petrobras;2023/01;1.691,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-MRO-7A-RJS;AnC_MERO;Petrobras;2023/01;1.593,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-MRO-6DB-RJS;AnC_MERO;Petrobras;2023/01;1.720,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;3-BRSA-1123-RJS;AnC_Forno;Petrobras;2023/01;111,7293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-OATP-1-RJS;AnC_NORTE_ATAPU;Petrobras;2023/01;275,1749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;9-ATP-1-RJS;AnC_NORTE_ATAPU;Petrobras;2023/01;40,7783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-ATP-6-RJS;AnC_NORTE_ATAPU;Petrobras;2023/01;418,5761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Camamu;mar;7-MNT-5D-BAS;MANATI;Petrobras;2023/01;14,2391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Camamu;mar;7-MNT-3-BAS;MANATI;Petrobras;2023/01;20,0907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Camamu;mar;7-MNT-2-BAS;MANATI;Petrobras;2023/01;13,2216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-19H-ESS;JUBARTE;Petrobras;2023/01;2.315,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-24H-ESS;JUBARTE;Petrobras;2023/01;2.598,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-OST-9H-ESS;OSTRA;Shell Brasil;2023/01;527,0368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-OST-7H-ESS;OSTRA;Shell Brasil;2023/01;1.287,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-OST-3H-ESS;OSTRA;Shell Brasil;2023/01;1.910,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-OST-6H-ESS;OSTRA;Shell Brasil;2023/01;681,1189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-OST-10H-ESS;OSTRA;Shell Brasil;2023/01;1.168,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-OST-1H-ESS;OSTRA;Shell Brasil;2023/01;919,3113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-OST-2H-ESS;OSTRA;Shell Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Camamu;mar;7-MNT-1-BAS;MANATI;Petrobras;2023/01;14,5396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Camamu;mar;7-MNT-4-BAS;MANATI;Petrobras;2023/01;16,5274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Camamu;mar;7-MNT-6D-BAS;MANATI;Petrobras;2023/01;28,3752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-ARGO-5H-ESS;ARGONAUTA;Shell Brasil;2023/01;1.395,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-ARGO-19H-ESS;ARGONAUTA;Shell Brasil;2023/01;2.733,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-ARGO-14H-ESS;ARGONAUTA;Shell Brasil;2023/01;1.782,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-ARGO-13H-ESS;ARGONAUTA;Shell Brasil;2023/01;4.685,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-ARGO-10H-ESS;ARGONAUTA;Shell Brasil;2023/01;1.998,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-ARGO-9H-ESS;ARGONAUTA;Shell Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-27HP-ESS;JUBARTE;Petrobras;2023/01;3.170,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-31H-ESS;JUBARTE;Petrobras;2023/01;2.893,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-34H-ESS;JUBARTE;Petrobras;2023/01;14.373,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-37H-ESS;JUBARTE;Petrobras;2023/01;5.218,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-58DPA-ESS;JUBARTE;Petrobras;2023/01;4.740,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-53H-ESS;JUBARTE;Petrobras;2023/01;2.035,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-54HA-ESS;JUBARTE;Petrobras;2023/01;2.985,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-57DPA-ESS;JUBARTE;Petrobras;2023/01;7.667,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;8-JUB-39-ESS;JUBARTE;Petrobras;2023/01;2.862,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;6-BRSA-631DB-ESS;JUBARTE;Petrobras;2023/01;2.895,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-16HP-ESS;JUBARTE;Petrobras;2023/01;3.607,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-51H-ESS;JUBARTE;Petrobras;2023/01;2.164,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-14HA-ESS;JUBARTE;Petrobras;2023/01;2.420,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-JUB-6HB-ESS;JUBARTE;Petrobras;2023/01;1.180,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-BO-20HP-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-BO-15D-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-BO-14D-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-BO-9D-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-BO-5-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-BO-1D-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-EN-14D-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-EN-10D-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;1-RJS-116-RJ;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;1-RJS-95-RJ;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;4-RJS-38-RJ;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-BO-13H-RJS;BONITO;Trident Energy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;4-BRSA-1226-RJS;SUL DE BERBIGÃO;Petrobras;2023/01;19.812,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-19HA-RJS;PEREGRINO;Equinor Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-43H-RJS;PEREGRINO;Equinor Brasil;2023/01;1.436,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-31H-RJS;PEREGRINO;Equinor Brasil;2023/01;3.927,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-34HP-RJS;PEREGRINO;Equinor Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-67H-RJS;PEREGRINO;Equinor Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-46H-RJS;PEREGRINO;Equinor Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-VM-60D-RJS;VERMELHO;Perenco Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-VM-71HP-RJS;VERMELHO;Perenco Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-VM-19D-RJS;VERMELHO;Perenco Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-VM-62D-RJS;VERMELHO;Perenco Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-113D-RJS;TUPI;Petrobras;2023/01;13.156,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-105-RJS;TUPI;Petrobras;2023/01;19.801,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-114D-RJS;TUPI;Petrobras;2023/01;3.031,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-110D-RJS;TUPI;Petrobras;2023/01;7.159,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-106DA-RJS;TUPI;Petrobras;2023/01;1.756,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-103D-RJS;TUPI;Petrobras;2023/01;11.045,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-11H-RJS;PEREGRINO;Equinor Brasil;2023/01;1.682,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-72HP-RJS;PEREGRINO;Equinor Brasil;2023/01;2.593,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-69H-RJS;PEREGRINO;Equinor Brasil;2023/01;4.030,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-60H-RJS;PEREGRINO;Equinor Brasil;2023/01;1.041,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-27H-RJS;PEREGRINO;Equinor Brasil;2023/01;2.159,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-73HP-RJS;PEREGRINO;Equinor Brasil;2023/01;2.023,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-56H-RJS;PEREGRINO;Equinor Brasil;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PRG-74H-RJS;PEREGRINO;Equinor Brasil;2023/01;4.502,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-68-RJS;SUL DE TUPI;Petrobras;2023/01;971,8337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-69-RJS;SUL DE TUPI;Petrobras;2023/01;1.361,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-70-RJS;SUL DE TUPI;Petrobras;2023/01;637,3438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-79D-RJS;SUL DE TUPI;Petrobras;2023/01;604,317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-80DB-RJS;SUL DE TUPI;Petrobras;2023/01;1.706,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-59-RJS;SUL DE TUPI;Petrobras;2023/01;1.415,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-91-RJS;TUPI;Petrobras;2023/01;18.718,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-100-RJS;TUPI;Petrobras;2023/01;13.093,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-97-RJS;TUPI;Petrobras;2023/01;6.991,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-95D-RJS;TUPI;Petrobras;2023/01;16.083,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-115-RJS;TUPI;Petrobras;2023/01;12.300,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-90D-RJS;TUPI;Petrobras;2023/01;15.043,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-102D-RJS;TUPI;Petrobras;2023/01;15.611,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-119D-RJS;TUPI;Petrobras;2023/01;21.313,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;9-LL-2-RJS;TUPI;Petrobras;2023/01;19.970,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-SLL-3-RJS;TUPI;Petrobras;2023/01;4.600,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-MA-34D-RJS;MARIMBÁ;Trident Energy;2023/01;914,9707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;9-ATP-1-RJS;OESTE DE ATAPU;Petrobras;2023/01;731,0875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-ATP-6-RJS;OESTE DE ATAPU;Petrobras;2023/01;7.504,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-40DP-RJS;PAMPO;Trident Energy;2023/01;390,162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-41HP-RJS;PAMPO;Trident Energy;2023/01;314,5777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-PM-42DP-RJS;PAMPO;Trident Energy;2023/01;574,185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;4-RJS-493-RJS;PAMPO;Trident Energy;2023/01;738,1508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-105-RJS;SUL DE TUPI;Petrobras;2023/01;1.581,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-97-RJS;SUL DE TUPI;Petrobras;2023/01;558,4049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-100-RJS;SUL DE TUPI;Petrobras;2023/01;1.045,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-115-RJS;SUL DE TUPI;Petrobras;2023/01;982,3675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-95D-RJS;SUL DE TUPI;Petrobras;2023/01;1.284,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-102D-RJS;SUL DE TUPI;Petrobras;2023/01;1.246,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-LL-119D-RJS;SUL DE TUPI;Petrobras;2023/01;1.702,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;9-LL-19-RJS;SUL DE TUPI;Petrobras;2023/01;558,7875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-SLL-3-RJS;SUL DE TUPI;Petrobras;2023/01;367,4349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-SLL-5-RJS;SUL DE TUPI;Petrobras;2023/01;1.224,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;7-SLL-8D-RJS;SUL DE TUPI;Petrobras;2023/01;1.034,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;8-LL-81D-RJS;SUL DE TUPI;Petrobras;2023/01;789,5751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;8-LL-87D-RJS;SUL DE TUPI;Petrobras;2023/01;1.348,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;9-LL-7-RJS;SUL DE TUPI;Petrobras;2023/01;1.244,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;mar;9-LL-12D-RJS;SUL DE TUPI;Petrobras;2023/01;1.419,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;9-POL-45D-RJS;POLVO;Petro Rio O&G;2023/01;987,2451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-38HP-RJS;POLVO;Petro Rio O&G;2023/01;284,957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-36HP-RJS;POLVO;Petro Rio O&G;2023/01;395,275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-32HP-RJS;POLVO;Petro Rio O&G;2023/01;216,1412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-24HP-RJS;POLVO;Petro Rio O&G;2023/01;1.393,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-16H-RJS;POLVO;Petro Rio O&G;2023/01;652,1525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;9-POL-46D-RJS;POLVO;Petro Rio O&G;2023/01;335,804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-12H-RJS;POLVO;Petro Rio O&G;2023/01;329,0845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-11HP-RJS;POLVO;Petro Rio O&G;2023/01;216,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-4HP-RJS;POLVO;Petro Rio O&G;2023/01;153,2177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-POL-2HPB-RJS;POLVO;Petro Rio O&G;2023/01;899,9052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-AB-59H-RJS;ALBACORA;Petrobras;2023/01;667,3446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-ABL-20HP-RJS;ALBACORA;Petro Rio Jaguar;2023/01;127,647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;mar;7-AB-55H-RJS;ALBACORA;Petrobras;2023/01;989,9518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-ARGO-8H-ESS;ARGONAUTA;Shell Brasil;2023/01;3.634,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-NAU-4H-ESS;ARGONAUTA;Shell Brasil;2023/01;1.419,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-ARGO-4HC-ESS;ARGONAUTA;Shell Brasil;2023/01;91,2373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Campos;mar;7-NAU-3H-ESS;ARGONAUTA;Shell Brasil;2023/01;690,6909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
